Name,ReviewCount,Brand,ImageURL,Rating
Pack of 2 Vichy Anti-Perspirant Sensitive Skin 48 Hour Roll On Deodorant 50 ml,0.0,taela,https://i5.walmartimages.com/asr/4d27b950-06e8-4a78-b2fe-4c761faebdeb.3e3be89af6fb6a95629470f499266e6e.jpeg,0.0
"AirPods Pro Case 2019 2020, GMYLE Silicone Protective Wireless Charging Earbuds Case Cover Luxury Style Skin with Keychain Kit Set Compatible Fit for Apple AirPods Pro (Plaid Black)",14.0,gmyle,https://i5.walmartimages.com/asr/ae040c6d-ae36-43f0-9d69-4b1d4353af6a_1.ce9e7f8d97608431f5a77f85a20e1433.jpeg | https://i5.walmartimages.com/asr/304ab892-28f0-45f0-9559-87b2d3a44633_2.28130c8cf821a8647f16add1d265c6ec.jpeg | https://i5.walmartimages.com/asr/302155f9-cddc-4a87-816e-ba46643fa3d9_1.14bb8891e1c14bc5826904812692aa02.jpeg | https://i5.walmartimages.com/asr/95f6f5b5-3efa-4c40-8ef7-55baec385730_1.545b126edad02a21c825bc7636286484.jpeg | https://i5.walmartimages.com/asr/5469cab4-0678-47b7-a40d-dce1063f4bc9_2.b39b9ae139a2ddc3adb9ada92153c565.jpeg,0.0
OPI Nail GELCOLOR + MATCHING POLISH - TWO-TIMING THE ZONES F80,0.0,opi,https://i5.walmartimages.com/asr/4da2448a-7d56-4b7b-8496-d714c262cb80_1.351d777743e542096c0a8479eca5a207.png,0.0
K Hall Designs Liquid Hand Soap 12 Oz. - Earl Grey,0.0,"k, hall, designs",https://i5.walmartimages.com/asr/301c7cae-cf0c-4093-ba85-f896d73a1b4b_1.92009655aa4bc77d020a7c48d9eb35cf.jpeg,0.0
"Glade PlugIns Refill 3 CT, Cashmere Woods, 2.01 FL. OZ. Total, Scented Oil Air Freshener Infused with Essential Oils",308.0,glade,https://i5.walmartimages.com/asr/66950604-55a4-4ba4-8690-245d565c425a.9f13160f1b36fe4c801ec93e7d6d044f.jpeg | https://i5.walmartimages.com/asr/e7717206-ba77-4c5a-843c-bf8c93434874.f0409928db0178c9cfd66ddee5e22570.jpeg | https://i5.walmartimages.com/asr/6a49c3b8-655f-46a1-935a-38837dfa6699.e5ffb4a7c65991749b45f2bb5802244c.jpeg | https://i5.walmartimages.com/asr/aae5adc8-12a4-47d8-a35d-86ace68e2c64.3e6a9df3275b6021a3d302aeb09c2957.jpeg | https://i5.walmartimages.com/asr/d70b7263-ecff-448b-be70-aaac76f3e7f7.b47a2e5ae7293414801529ca4d9aa01d.jpeg | https://i5.walmartimages.com/asr/1205dbf2-13a9-4309-bce1-8cbc2e9e876f.df9d75aefbcac8c5a3725dc00ae9b3a0.jpeg | https://i5.walmartimages.com/asr/399ca562-248c-481c-b409-c1cbd1cd1304.d71d80b3f4cf4f18569b0c336805c85d.jpeg | https://i5.walmartimages.com/asr/7445929e-0668-458b-855f-f09db44940ff.b2d8d1fc366917e34087a2779a383a12.jpeg,4.6
"LOreal Paris True Match Super-Blendable Concealer, N6,7,8 Medium/Deep Neutral, 0.17 fl. oz.",113.0,paris,https://i5.walmartimages.com/asr/6568f252-55c2-4ea5-8e1b-80ab298c930f_1.054dca28b8f552880783cf25eca87c57.jpeg | https://i5.walmartimages.com/asr/0f9025a1-add2-4d21-9e3c-498233719ddd_1.5e81c11a123f5f1b993fcf4a0795a25e.jpeg | https://i5.walmartimages.com/asr/8a1ceb01-7fed-44d0-9d09-cc938a930c1b_1.1ab7ba1a75c77d450bbbb07cc735bb8c.jpeg,4.4
"RK BY KISS Creamlicious Triple Butter Matte Cream, U make me happy",1.0,"rk, kiss",https://i5.walmartimages.com/asr/6867b89c-9b2e-49c9-983c-e8f5ec67c43c_1.ce8b79476b64fbf48255724c721ae351.jpeg | https://i5.walmartimages.com/asr/c6a953a1-fb7d-4a4e-b026-de27f4b4b23f_1.69a361d6a0d5de5058b4727ae9b102fb.jpeg,5.0
"Prevail Disposable Underpad 30 x 36 , 10 Count 2 Pack",0.0,prevail,https://i5.walmartimages.com/asr/7db14ab5-59c4-4ab0-8891-14697b3d339b_1.ed82d872094765152c681f8fb248e95b.jpeg,0.0
OLAY Active Hydrating Cream Original 2 oz (Pack of 2),0.0,olay,https://i5.walmartimages.com/asr/d2bd546d-c010-4b8d-af93-58cd34535e65_1.de0b034fd6f5357b66209ed4cfc3284a.jpeg,0.0
Honeybee Gardens Pressed Mineral Powder Montego - .26 oz,20.0,"honeybee, gardens",https://i5.walmartimages.com/asr/924808fb-119e-40ee-b4a7-678d2da602b1_1.a0a67885196a3903fedd0c214e5e6b71.jpeg | https://i5.walmartimages.com/asr/c90eea6e-ad65-4ecd-8114-850c18ca6d24_1.42e32d73fee047912453aaafce96b6bd.jpeg,4.8
"Benefit Boi-ing Hydrating Concealer - No. 2 Medium, 0.12 oz",0.0,"benefit, cosmetics",https://i5.walmartimages.com/asr/600bcc6f-d61b-4d67-9cb9-b823250e0e8f.1a533848a65003fe22d8867baf34ebfd.jpeg | https://i5.walmartimages.com/asr/235be8fc-927e-422b-b072-d2bb9f151faf_1.025c082136c10ce3184c9b2e82e99c21.jpeg | https://i5.walmartimages.com/asr/ecab66e5-12e2-4ac3-b08e-2bb11dff1cd8_1.c2e69eb784a29f3245f96d0553c74cec.jpeg,0.0
"LOreal Paris Colorista Semi-Permanent Hair Color For Brunettes, #MidnightBlue, 1 kit",1769.0,paris,https://i5.walmartimages.com/asr/36ad5f2a-2e11-4425-a4a1-66e2270356b0_1.0508d510a252d90b944b81fb2540a047.jpeg | https://i5.walmartimages.com/asr/6b3ad63d-1db7-4244-827f-2bdbac7a1e33_1.210cbf191e9f54d6c4398ff2b18236f6.jpeg | https://i5.walmartimages.com/asr/93ad883c-f259-4bbf-9503-274b3c6fde9d_1.f35677f7e9b75d9fa6d6a1c1e439c189.jpeg | https://i5.walmartimages.com/asr/e3f20630-56c5-4ec3-b108-a6f572e06298_1.ed8978794f0fcaf1a079c13ddd851df1.jpeg | https://i5.walmartimages.com/asr/9b006769-eec3-4cb2-a210-1fdf6d5236c3_1.46c6f9808dedc7a98539eea313e40ced.jpeg | https://i5.walmartimages.com/asr/2cbd97a3-b873-4dd9-bbcd-e1182c43314f_1.ced74c11ec00023a261179731b2fa82f.jpeg | https://i5.walmartimages.com/asr/4711d974-2d21-49ec-ba77-eb921f54be0b_1.55d9f1a87f01aa99efd1fdc8d5300cae.jpeg | https://i5.walmartimages.com/asr/a5918c5d-1e38-4bf7-b094-9164b7f24f20_1.5fde3e2752777a0342b86246eaf0e237.jpeg,2.8
Yves Saint Laurent - Mascara Volume Effet Faux Cils (Luxurious Mascara) - # 06 Deep Night -7.5ml/0.25oz,0.0,"yves, saint, laurent",https://i5.walmartimages.com/asr/c36b601b-0285-4d43-829d-9e2a3b53d0e9_1.8e9646a83eabe3b7112146ab1dae44f3.jpeg,0.0
StriVectin Overnight Replenishing Moisture Mask 3.0 oz/90ml,0.0,strivectin,https://i5.walmartimages.com/asr/02f72004-984b-4959-beb0-8d967edd2b23_1.33730206d0c8a2234c5f01900c850332.jpeg,0.0
(4 Pack) New Freshness Feminine Deodorant Spray 2 Oz Aerosol Can,66.0,"new, freshness",https://i5.walmartimages.com/asr/9334fd13-d7f4-45ad-8521-561b02a8dfae_1.2905b26db78fa201380e51136ced7bc9.jpeg | https://i5.walmartimages.com/asr/b1bfc679-a31c-4b6b-9951-3e23b5bfef4a_1.7b5520c9ff26a76ccc4017ddef88251a.png | https://i5.walmartimages.com/asr/a028d5f1-981c-417c-8cd7-c20ef9c5f862_1.ea566a768123299c9a45fecf4e52f076.png | https://i5.walmartimages.com/asr/ef891122-694e-497c-8967-8921ba2de2ad_1.7441ea4d207528eafabb758cb22ae0af.jpeg | https://i5.walmartimages.com/asr/9d6d93e7-b458-48f0-9374-e8775c8f2bcf_1.88d6de3a1cd10eb06a7f57f31de61bd8.png | https://i5.walmartimages.com/asr/ccf0c6a1-d00e-48a6-876a-5ce22d626430_1.e08836c429ac24c9e62cb2d296d344ea.png | https://i5.walmartimages.com/asr/707e2f98-3837-4cae-94a5-835c18e821f8_1.d9ed2ecf841bbe8706a84f67076c246c.png | https://i5.walmartimages.com/asr/e0ba13a5-44f7-4743-b19b-3fc3c3d297ba_1.0b1c186f141bcf45d8e1890337d8d3ce.jpeg,0.0
Burts Bees Hand Salve,1.0,bees,https://i5.walmartimages.com/asr/d01eed13-1048-4493-857e-68af37e8ed66_1.6f2452c656357a8a4dd1ea8771058ca9.jpeg,5.0
"JaneIredale:Beyond Matte Liquid Foundation, M2 - Fair to light",0.0,"jane, iredale",https://i5.walmartimages.com/asr/4f03ce8a-f9f2-4cf4-9f5f-5f98ef65f0c2_1.f06038399aa84a8f0b7bd22a7d0d5d41.jpeg,0.0
DR. JART+ Cicapair Tiger Grass Color Correcting Treatment SPF 30 0.5 oz/ 15 mL (travel size),0.0,dr,https://i5.walmartimages.com/asr/dfdfe7b6-3f66-4cf5-b9cf-4bb0fc18ecc4_1.f3f9f1a1530b56d31130abdfbf4bdf46.jpeg,0.0
"AHAVA Dead Sea Salt Moisturizing Salt Soap, 3.4oz (3 PACK)",0.0,ahava,https://i5.walmartimages.com/asr/b0059976-b9e6-4c22-8537-b9f48a68724d_1.5b00e25f0214ae3ec2cc6a2732377d6a.png,0.0
"($125 Value) Impressions Vanity Touch Pro LED Makeup Mirror with Wireless Bluetooth Audio & USB Charger, Rose Gold",2.0,"impressions, vanity",https://i5.walmartimages.com/asr/b886b154-97fd-4657-a122-fc3308f96ea2_1.0ab48e97667446ecff4ec73679a1ee47.jpeg | https://i5.walmartimages.com/asr/16acedba-0147-49b8-a4d0-4f59f8f1c0e4_1.4546a5261bd610f324b94d738635340b.jpeg,2.5
"Pine-Sol, CLO41773, Multi-Surface Cleaner, 1 Each, Amber",5.0,,https://i5.walmartimages.com/asr/24a02f60-5595-4b9a-9ed0-a9307ebfc69a_1.0226bb589103ace1d595bef6c2d679aa.jpeg | https://i5.walmartimages.com/asr/68ef9105-0ec5-4152-aa98-d81a46fb572a_1.e549cb505cfab9adacc36b1c037b4dfe.jpeg | https://i5.walmartimages.com/asr/87df7999-64ba-45bf-91ce-4fd86be3e662_1.e29ba427602be2d98823df44ae6929d5.jpeg | https://i5.walmartimages.com/asr/c8e41da3-cc31-4f0b-80e0-c7ec248c4872_1.f981caeec526e401316dfdd4185d0e13.jpeg,4.4
WEB FilterFresh Whole Home Ocean Mist Air Freshener,2.0,"web, products",https://i5.walmartimages.com/asr/375573d7-3ace-4639-9c63-5b58c378948a_1.4805328b4b15e88747e6aa817c0402bd.jpeg,0.0
"Better Homes & Gardens 2.5 oz Red Currant Poinsettia Scented Wax Melts, 4-Pack",11.0,"better, homes, gardens",https://i5.walmartimages.com/asr/8ff0edde-291e-4078-8b62-51e920d085f0_1.d9dd55f863890678065af8e7884440c0.jpeg | https://i5.walmartimages.com/asr/4834c538-e668-4c6b-82ce-196b91c74ddd_1.05b307b71a9cb94581447193bbae22ae.jpeg | https://i5.walmartimages.com/asr/bcdecc45-8243-4b2f-8871-da95ba241671_1.dd3d17aa34acb25604b98ef9b1b83e8f.jpeg | https://i5.walmartimages.com/asr/dacadaf3-a599-4356-84a1-d73954c8675d_1.a9b7df899deb0e38314773de15e934fd.jpeg,4.3
Daily Conditioner Conditionneur Quotidien 11.83 Ounce,1.0,reuzel,https://i5.walmartimages.com/asr/6ff7f6aa-35d6-4076-9dfb-9011bc4a7287.7db1807c5f62fc8ab2503bafe343b7c3.jpeg | https://i5.walmartimages.com/asr/1ca00872-dfff-4c91-9002-bb5b89c718be.af87378c5527ad705168216ee0561c39.jpeg,5.0
"Unite Hair Boosta Shampoo, Gentle Cleansing, 33 oz",5.0,unite,https://i5.walmartimages.com/asr/a214eefd-c157-4131-bef3-914acf5a3165_1.951eef12bff65fa04ab70a601145a12a.jpeg | https://i5.walmartimages.com/asr/546a12cf-1156-464a-920a-d4d8fb1af750_1.63e371d08f52655747faa7c864c5fa25.jpeg | https://i5.walmartimages.com/asr/75eb923b-b388-4118-8083-64814e335f01_1.d568ed2f496f5caba41f804fa8573c47.jpeg,0.0
4 Pack - Ban Anti-Perspirant Deodorant Invisible Solid Powder Fresh 2.60 oz,1.0,ban,https://i5.walmartimages.com/asr/9533bf8e-7ae3-43c9-bdd2-f33c99c67c81_1.f9d7fbb85c640093b295e365a80df99b.jpeg,5.0
Va-Va-Plump Shiny Liquid Lipstick - Guava Kiss by Buxom for Women - 0.11 oz Lipstick,0.0,buxom,https://i5.walmartimages.com/asr/efd5ea63-e109-4dae-8b80-e725639002ce_1.d527a5993be0bc7036835e0f7196869d.jpeg | https://i5.walmartimages.com/asr/656f4b0f-7c9f-4c74-ae06-286a381e4071_1.ce4eaf40e1bf876e4d7fdee4647cc6c4.jpeg,0.0
"(Pack of 300) - PURELL Hand Sanitizing Wipes, Alcohol Formula, Fragrance Free, Individually Wrapped Hand Wipes -9020-06-EC",69.0,purell,https://i5.walmartimages.com/asr/ce3f3283-43f7-4e9e-8be8-3ec0c2e8495d_1.a4ddb7a47115798ba4407393d21b079f.jpeg | https://i5.walmartimages.com/asr/004b0fc9-c9c5-4875-96a0-1aa269246cdf_1.88215c80f422de80a3164a66b1039c1c.jpeg | https://i5.walmartimages.com/asr/12b935b7-0b17-47af-8e61-945c70a54050_1.ceec70799a93e5926620267fbc56b32e.jpeg | https://i5.walmartimages.com/asr/321c7ff9-0d47-4bb5-bc3a-af5650c7e969_1.5a154c3940c910aa6350c998aad833dc.jpeg | https://i5.walmartimages.com/asr/608fd522-ae13-4a7f-8626-96885b8f769e_1.59fdc4bd45b4051b182bba6f992e8441.jpeg,4.6
Burts Bees Honey Lip Balm 0.15 oz,370.0,bees,https://i5.walmartimages.com/asr/9ec6e5e9-903d-4cae-a752-4670a078bb8d_1.9eef932296611860e4bf7f3f54655ba6.jpeg,0.0
Favorito Red Poppy Bath Soap BY Claus Porto Soap 12.4 oz Women,0.0,"claus, porto",https://i5.walmartimages.com/asr/d2cf364f-7d2b-499d-8e24-807d0c75a1d6_1.984c06376eba80bcb40aa361db760549.jpeg,0.0
"Attends Healthcare Products 15153110 White Small Adult Heavy-Absorbent Incontinence Brief, Pack of 96",39.0,attends,https://i5.walmartimages.com/asr/c6544afa-e8e5-480b-a1c2-651fd0647361.32f04ac4ceda9d1325e47c7396944b23.jpeg | https://i5.walmartimages.com/asr/882a2c1f-562f-4be2-8c15-c7e75609bc25.ee387c4c73a342a705895cca5a525705.jpeg | https://i5.walmartimages.com/asr/6cf9225a-c753-4ba4-9101-921ab74ead23.fdb74028538ed5da59b513e91c909d39.jpeg,3.8
"De La Cruz, Pure Eucalyptus Essential Oil 1 oz",2.0,"de, la, cruz",https://i5.walmartimages.com/asr/2e6468c0-278c-4c86-b39f-81e41a364cf0_1.43848cb3e4a399b5a139a0e70ce1f386.jpeg,0.0
"Bigen Semi Permanent Hair Color #GB6 Golden Blonde, 3 oz (Pack of 6)",0.0,bigen,https://i5.walmartimages.com/asr/31ee89cb-502a-4f86-8f42-36fd6ff3e8f3_1.873c0345c6ee836c0933eaf0f3315224.jpeg,0.0
Steve Laurant - Blush - Doll Face,0.0,"steve, laurant",https://i5.walmartimages.com/asr/e53875ae-98e9-4731-a468-e770ffe765c4_1.1c2d7ab2cfe775e9ca85baad54a2caf0.jpeg,0.0
"Coty Rimmel The Only 1 Lipstick, 0.11 oz",11.0,rimmel,https://i5.walmartimages.com/asr/7b7cb193-a36d-4a19-b021-4afe27ee6f1c_1.0d92e1c1c6c0ea7c865d95a580fe3013.jpeg | https://i5.walmartimages.com/asr/3d72b5be-f89d-428e-b7b2-513aecb75b28_1.9f940c797b14347a716b561c4c32e0a5.jpeg | https://i5.walmartimages.com/asr/f7a42469-f08a-446b-a037-5504566d9b00_1.f5c82b2412a139a8e02c90bce004d8d0.jpeg,0.0
Mehron Foundation Grease (1.25 oz),1.0,mehron,https://i5.walmartimages.com/asr/b9be2a6a-a327-45a1-adc5-83b1b28f1c86_1.7dfb6e7e2292ea7c35c62247ae69ad2f.jpeg,0.0
Dr. Adorable - Unrefined Sunflower Seed Oil 100% Pure Organic Cold Pressed Extra Virgin - 2 oz,0.0,"dr, adorable",https://i5.walmartimages.com/asr/52b20f79-bb0c-4f60-a79f-99117df140eb_1.468d86848ab7cb782f6f629554d2ba72.jpeg,0.0
Nuxe - Reve De Miel Ultra Comfortable Face Cream -50ml/1.7oz,0.0,nuxe,https://i5.walmartimages.com/asr/1cc54eb1-80bc-423a-a006-aca0a0267c40_1.040d4304bccb50b6519e4c6e8b0a315e.jpeg,0.0
SHANY Paraben Free HD Liquid Blush - ON DUTY,0.0,shany,https://i5.walmartimages.com/asr/6b9a4af6-6974-41b6-b677-286ecf97ec7a_1.83bfc19a3950dbbdf4995e1b2c612871.jpeg | https://i5.walmartimages.com/asr/d2e426ea-006c-4c21-bd48-4acc4ade85ab_1.41d0d5d32823ef512ea1124dcb640157.jpeg,0.0
"Milani Milani Nail Lacquer, 0.45 oz",0.0,milani,https://i5.walmartimages.com/asr/832f0e3f-087b-43db-924c-8df272cc2db2_1.dd6ba989147220a88823cc774189a256.jpeg,0.0
"Brut Antiperspirant & Deodorant for Men, Original Fragrance, 6 Ounce",1.0,brut,https://i5.walmartimages.com/asr/7f03fa0b-7c65-491b-be3a-b565280deb5f_1.52bfcc9b07526e9e38c2d856bcad37cb.jpeg | https://i5.walmartimages.com/asr/0b8a3479-8633-4875-a0a3-07ebb76ca52a_1.055f3e93bff03e2e363294c90376fbcc.jpeg,5.0
"BLK/OPL Flawless Perfecting Concealer, Vitamins A, C, & E, Beautiful Bronze",15.0,"black, opal",https://i5.walmartimages.com/asr/190c3e60-aba4-44e0-a379-634a0e521cb2.48a330fb3c11604636cf62e3f89eb918.jpeg | https://i5.walmartimages.com/asr/d9d652f4-973f-4fb0-85f0-b23926514ba0_1.9ea01dcc355ff6d3e505151b4ed6b594.jpeg | https://i5.walmartimages.com/asr/b2a1d8dc-af99-43d8-ba14-8bc34f5de579_1.80f2749457cbe0603baed99fb5bd3dc0.jpeg,4.5
Lemon Essential Oil - 4 fl oz (118 ml) Glass Bottle w/ Cap & Additional Glass Dropper - 100% Pure Essential Oil by GreenHealth,3.0,greenhealth,https://i5.walmartimages.com/asr/4189986b-cbc3-4282-b97a-8378f66261d3_1.462cd3bc32cbb730f4018ff2c8b785c4.jpeg | https://i5.walmartimages.com/asr/31e917ca-1d1f-4b8a-82cf-b396376250cd_1.17b8b47b55bad6dc0857c4b253256a71.jpeg,3.3
Oral-Precision 4000 Sensitive Professional Healthy Clean Rechargeable Toothbrush,0.0,,https://i5.walmartimages.com/asr/3814a1bb-4f5b-4cdc-9c52-f025af08032a_1.c2901244d66da95cfdf1b75dcc289fd1.jpeg | https://i5.walmartimages.com/asr/7c1659c5-5302-4652-b7fa-0143055dd73b_1.8578fff2ef3be9434c67b6b4883b92b8.jpeg,0.0
Shark VACMOP Multi-Surface Cleaner Refill 2L bottle,88.0,shark,https://i5.walmartimages.com/asr/de891a55-7a0c-415d-b368-364f75117f98.b156e307975063c49a061caafe33aac4.jpeg | https://i5.walmartimages.com/asr/2189a534-b75a-4bda-a13e-7a388ef30f2e_4.7135397c1d59c6b921f42182a4f3d054.jpeg | https://i5.walmartimages.com/asr/db98a361-899a-4195-8281-d15c1b4c6a96_3.0316d1aef34c4bff621e19bd62d311ec.jpeg | https://i5.walmartimages.com/asr/2baef106-d0df-4730-a191-e2fe845842bb_4.4583689d284f3301105d364f0b059e37.jpeg | https://i5.walmartimages.com/asr/e63225df-b366-412f-968f-af7250911fd7_4.f20e44b6dbbaf60fb508f725fc6e1e9f.jpeg,0.0
"CND Creative Nail Gel Polish Shellac Combo - Base, Top & Purple Purple 0.25oz/7.3mL",0.0,cnd,https://i5.walmartimages.com/asr/c2bd5d40-ed94-41c8-8d8a-b883c1689854_1.e4031be8a4173b77a09d04cc782aa81c.jpeg,0.0
"Germ X Advanced Hand Sanitizer, Original Scent, 12 Oz",11.0,,https://i5.walmartimages.com/asr/70dab690-7972-4cc5-933e-cb292d136754_1.f3b87813b03f0b8ddb38bf78172b344b.jpeg | https://i5.walmartimages.com/asr/99d68a3c-2315-4260-980b-8c19019256f4_1.1193f407de34e8f4b71c9a53eaac92d1.jpeg | https://i5.walmartimages.com/asr/b56459ae-e8f8-4e08-8712-02c70eddbd73_1.e22fc32315f8b5da6509dfb495db2900.jpeg | https://i5.walmartimages.com/asr/2a6c3fb7-306f-4f60-a9f7-be7d80942c04_1.d3e7d0d5615a5c5aaca463af3a754fac.jpeg | https://i5.walmartimages.com/asr/1858652e-e2f3-4d04-bd31-364279c0003e_1.17945c68bc63379dd7e6d28bcc3bccf4.jpeg,4.3
"OPI Rapidry Top Coat Nail Polish, 0.5 oz",313.0,opi,https://i5.walmartimages.com/asr/a2532634-27f5-446c-9aef-355afe774b78_1.b0f1a2776926beca00e6dbfd2723b221.jpeg,0.0
Oral-B Pro 3500 SmartSeries Healthy Whitening Rechargeable Toothbrush 5 pc Box,50.0,,https://i5.walmartimages.com/asr/1681d069-6839-4c21-b39b-90d13d12c6a3.f2d3de161ecfd615a8a6d3fa8a05d963.jpeg | https://i5.walmartimages.com/asr/d537a597-de38-4980-9d35-a3bbf1d686ad.8d698ae0e8894e0d20d089343c6ea1a8.jpeg | https://i5.walmartimages.com/asr/465bae48-9cdb-4b5f-8945-db32965841af.a6400e90824d5890d7d730d2b753c7aa.jpeg | https://i5.walmartimages.com/asr/9bb9b9a2-5468-46c8-90de-fcdbe6e663aa.b4f20d220a2ff2a5fb7b7f3b2c47c3d4.jpeg | https://i5.walmartimages.com/asr/8d622e6b-c5ed-4ce4-b014-5a562a5241de.dd4a36193942b7d779f92a07f45b3448.jpeg | https://i5.walmartimages.com/asr/5d1450ad-b569-4f0f-84cd-103627867dd8.0de6e928891bc0756c718579125ff10a.jpeg | https://i5.walmartimages.com/asr/ba0f626f-fcc1-4a40-81f1-3bd017eac352.e415f488249a008a0e0695365a6700d1.jpeg | https://i5.walmartimages.com/asr/97820eaa-1e39-468a-b321-9617a00ff93a.b1aa2aca1a5aa66387ed1040f69025a4.jpeg | https://i5.walmartimages.com/asr/999346a1-2a87-46cc-9ead-94be704b2998.0a5de0464a80bb6317e56afe98020870.jpeg | https://i5.walmartimages.com/asr/51c91861-affc-44f3-bafd-dcdab37709b8.f049be38eeb4a8ae20e2adcdf280c4bb.jpeg | https://i5.walmartimages.com/asr/10925254-2658-44ef-a1a0-45aa934a614d.5e31847e5d5d904644fd1b95d22fd642.jpeg | https://i5.walmartimages.com/asr/75cbf821-e160-4f96-b230-fa32a88f6d4e.fe854e7ad86181c225f7e8ae8c2f0d03.jpeg | https://i5.walmartimages.com/asr/eda01ca6-1bcc-481b-867f-599513eea4ea.ee51e02f75128080bff468c496b7a993.jpeg | https://i5.walmartimages.com/asr/c08f8fc3-d4b0-4e59-9957-11eda861f681.97de0c64a85dc5bf5f11be08f2858c0d.jpeg | https://i5.walmartimages.com/asr/4a3ad47d-c1ff-4f99-8309-4daa4aa8157c.486406816029a1ea70261b3c75b326d1.jpeg | https://i5.walmartimages.com/asr/1cb057a0-0d00-4d10-b2d4-fa7e0934a0a3.65167a9ca2559bda34fccb39ad483c10.jpeg,4.6
Garnier Nutrisse Haircolor - 415 Raspberry Truffle (Soft Mahogany Dark Brown) 1 Each (Pack of 4),0.0,nutrisse,https://i5.walmartimages.com/asr/2d0fba14-8da6-4d30-9f14-d6b03ca13f97_1.0b57c38653ad9944186af3a4bb5f05d1.jpeg,0.0
"CND Shellac Gel Nail Polish, Tinted Love, 0.25 Fl Oz",0.0,cnd,https://i5.walmartimages.com/asr/38ec5cfa-79c0-4307-a7d3-dc13e749762d_1.24ba40a7e8cbd1d7f7874e988f13a8dd.jpeg | https://i5.walmartimages.com/asr/bb3626f5-501c-4601-a8b9-dc60dc17883d_1.48a85a21d1d33dce93887ae19a6e8df1.jpeg,0.0
SheaMoisture African Black Soap Eczema & Psoriasis Therapy Body Wash 12 oz,22.0,sheamoisture,https://i5.walmartimages.com/asr/9a1e2e71-7598-4d9a-ab54-1eeadda5e08c_1.a85a32a7228f6eb51c74d481c154baaf.jpeg | https://i5.walmartimages.com/asr/d84ba792-54ad-43fe-9cc3-bbbe05794290_1.ab5aba806abb67f34ae29504b1e7f3b8.jpeg,4.5
De La Cruz Tea Tree Oil 1 oz - (Pack of 4),2.0,"de, la, cruz",https://i5.walmartimages.com/asr/a5ac01cf-8713-4d6c-a2ec-4808906b7640_1.3767992107bf1ffc7e9d404240237071.jpeg,3.0
"Maybelline Face Studio Master Hi-Light Blush, Mauve",43.0,maybelline,https://i5.walmartimages.com/asr/8baef607-a86f-48ce-bd26-2cca3d2b32ea_1.d40e3fab792994dbe58e0d9250496ad9.jpeg | https://i5.walmartimages.com/asr/94ea270a-2ab8-461b-8d6b-4dc85b091855_1.53a41531b946703a8dfd0b148b182ce2.jpeg,0.0
"MISSHA Mascure Calming Solution Sheet Mask, Guaiazulene",0.0,missha,https://i5.walmartimages.com/asr/ff7c42c9-37e8-4616-845b-e75039895221_1.e760fa01fc837eef4aab79d45634886c.jpeg,0.0
"2 Pack RepHresh Cooling Relief Spray, 0.5 Ounce",0.0,rephresh,https://i5.walmartimages.com/asr/1f113623-2abe-4c69-8eb3-7897b8f32575_1.355fd43b38235ae3ae42e5586a9ef80c.png,0.0
"Air Wick Plug in Scented Oil Starter Kit, (Warmer + 1 Refill), Apple Cinnamon Medley, Air Freshener Essential Oils",0.0,air,https://i5.walmartimages.com/asr/ec9ff88d-f138-4d77-8065-2790f66e334b.5e0e9dc6db72bfb63d29c7a6ef7d6dee.jpeg | https://i5.walmartimages.com/asr/b027a002-fc48-4ee8-9107-b0e0cc2aab7f_1.f2a88eb98ccb8cb5c5307fe7100c1528.jpeg | https://i5.walmartimages.com/asr/70807d7d-a82f-4483-aa58-8df4a7acdb11_1.2e7a0be154ecac966631f0c84bdc3556.jpeg | https://i5.walmartimages.com/asr/70ead9e4-dc0b-4e68-940e-590323569795_1.e4a9822208fc71c2da5021df4cc191e5.jpeg | https://i5.walmartimages.com/asr/c65467c2-3fe4-4b27-8699-3564348e5b2b_1.cdbbd6a175741b60deca4e4f101f814a.jpeg | https://i5.walmartimages.com/asr/bc010191-5156-473d-aa48-f6e8f11020b6_1.064462d2724b53435feea45aad25e9f8.jpeg | https://i5.walmartimages.com/asr/9a093fb5-0fee-4e44-9dec-ef84e37ad47a_1.4d630fb3f617be8ef703b6381ea1d036.png,0.0
"Palmers Olive Oil Formula Body Lotion, 13.5 Fl. Oz.",3.0,,https://i5.walmartimages.com/asr/749b3ac2-86da-487c-afe7-34c682b72b83_1.fbd403c9130d9d4f3259ba121679616b.jpeg | https://i5.walmartimages.com/asr/5486efa8-b3dc-4812-ac51-7df5e93dde8a_1.d1952e6a6973135888ba0d3b60a2b72d.jpeg,4.7
"GrapeSeed Oil-Cold Pressed, Virgin, Undiluted, 100% Pure Grape Seed Oil (32 Ounce)",0.0,zatural,https://i5.walmartimages.com/asr/90ead37a-bd1b-4542-b621-2e95658a4404_1.90f3a54898d4b6e0de39ab314f80b36f.jpeg | https://i5.walmartimages.com/asr/fd8303da-1f77-47c7-8151-fd04a01799b0_1.ea05f6c44af38fe456503b1d965a001e.jpeg,0.0
Clubman Pinaud Styptic Pencil,1.0,"clubman, pinaud",https://i5.walmartimages.com/asr/a8f0f352-dacb-4e36-b833-c6258bcb9072_1.c2a7b5c9b3c343de9b0b191386c04ffa.jpeg,5.0
