Name,ReviewCount,Brand,ImageURL,Rating
"Rimmel London Lasting Finish by Kate Nude Collection Lipstick, 40, .14 fl oz",414.0,rimmel,https://i5.walmartimages.com/asr/c4aee7e4-15f7-4742-a99e-cf2cd15b9d38_1.3db0cd564bfb84063b0ceedf2e38d2e9.jpeg | https://i5.walmartimages.com/asr/da46e65d-428f-48d3-8210-1facc76e1a1a_1.0755c4f5643995e0cc77aa05556c9522.jpeg | https://i5.walmartimages.com/asr/ffbc9b6e-78c5-437f-812d-9c1e3b571c16_1.46de486a2e70a58ec2c7b05843af37d1.jpeg | https://i5.walmartimages.com/asr/e5dd5c0a-2dc1-4814-9d7e-53b977528f6b_1.5c3966801b782494cbb28c30ef2fbcbe.jpeg,0.0
"IMAN Skin Tone Evener BB Crème, Light Sand",19.0,"iman, cosmetics",https://i5.walmartimages.com/asr/b387123b-700d-4f85-8469-5f04f25f4850_1.ec2569abf67fba2760d83cfaeecf6b8d.jpeg | https://i5.walmartimages.com/asr/1d91c3ae-1f33-4d44-aca4-260b3146f7cb_1.3d47357db9f5e9d07fb285ed3c329d8f.jpeg,3.9
"SheaMoisture Lip Balm - fruit fusion coconut water shea butter vegan w/imbe oil & aloe, 0.5 fl oz",8.0,sheamoisture,https://i5.walmartimages.com/asr/54609317-2adb-4fc4-ba52-f541c4e927a2_1.3f9bb7399af9631da51face734984712.jpeg | https://i5.walmartimages.com/asr/4a7b7dd3-1e3c-4295-9065-dea206edb46d_1.12392bac1b2517f2ca39ba13302770a0.jpeg | https://i5.walmartimages.com/asr/1aeb321d-b6af-4e56-9907-d5c98a1a44ea_1.04838e95af608932baa02e11da4247f6.jpeg | https://i5.walmartimages.com/asr/f14cd828-0dd5-4f2e-b182-3f55112769f9_2.c9694aa425430c25cf71e04d74e4856b.png | https://i5.walmartimages.com/asr/880c369f-fec9-457c-9a4b-5b5239017cd1_1.61f2515a4664b6d89f018b13ec87ce21.png | https://i5.walmartimages.com/asr/cefc75b8-4b85-454a-a705-5f7206891a5b_2.01d8c23934554d7aef4a63a5df591303.png | https://i5.walmartimages.com/asr/cc7e827c-6b17-4a98-8412-e4394000835c_1.412f302e9bb06b916edf36a48dabc775.png,4.6
"Klamath blue-green algae Blue Green Algae 400mg, 130 tablet",0.0,"klamath, blue, green, algae",https://i5.walmartimages.com/asr/d18c23a6-e12d-4db2-a48c-485ff2fcda5f_1.4d1c232dca1d7ddb517836cdb6468b22.jpeg,0.0
"Tip Beauty Press-On Nails, Hot Flash",0.0,"tip, beauty",https://i5.walmartimages.com/asr/f245be3b-d5f9-4bf1-9540-14ad0e1bac8c.71f2467ae71ad381c65b9bbf93b0e9dc.jpeg | https://i5.walmartimages.com/asr/22c7b3ea-c433-46a6-8482-ce3dcee94cf8.9e9e20eb5fa63184125cfd6d89c632cd.jpeg,0.0
"essie nail polish, minimalistic, pink sheer nail polish, 0.46 fl. oz.",11478.0,essie,https://i5.walmartimages.com/asr/f4dd029c-c6e4-4403-a83a-10d07c010b3e_1.2356c7ec8a516a671924400ffcec59ee.jpeg | https://i5.walmartimages.com/asr/132f1222-a75e-4fe8-87d4-01e136128d0b_1.74638aef607157b7969af8e0da807590.jpeg,0.0
(2 Pack) Attitude Natural Body Wash - Soothing 15.9 Ounce,0.0,attitude,https://i5.walmartimages.com/asr/32d8b4a8-a105-45c5-bdc8-6a6017fef26b_1.6e621715c72ae06cb464fe98b82b71d3.jpeg | https://i5.walmartimages.com/asr/fd79ed9d-599f-44db-bf48-09ac7d245250_1.9771e63d7c58ccdf35794398e108d67f.jpeg,0.0
"Maybelline New York Volum Express Pumped Up Colossal Waterproof Mascara, Classic Black [216] 0.32 oz (Pack of 4)",0.0,maybelline,https://i5.walmartimages.com/asr/17e56d28-c804-4cb7-a144-d5d06c24c754_1.84e3089f581013e00a0d11d64bacc57f.jpeg,0.0
"Coppertone Sport Clear SPF 50 Sunscreen Lotion, 5 Ounce",73.0,coppertone,https://i5.walmartimages.com/asr/9d2cb3e9-9921-4c15-b4b4-a73264e3ceda_1.43fa1d823148795e166ab392f202c481.jpeg | https://i5.walmartimages.com/asr/22c05415-a211-4494-bf23-27c37dabe927_1.b23b6820d153327c57912904b0917719.jpeg | https://i5.walmartimages.com/asr/0047631a-6e4d-4b8d-93c8-12390c18efec_1.bd46ab1c0ea88dcc94f0443012d9bc19.jpeg | https://i5.walmartimages.com/asr/1c83efe2-f86b-4583-bff2-d3c315f7b60f_1.9911a41a66c9f5f5732adf4d4e5d8e22.jpeg | https://i5.walmartimages.com/asr/669e7204-4a96-4ccd-afd5-a39084182ca0_1.a0d6b073b0aaea9257ce074d16b33157.jpeg | https://i5.walmartimages.com/asr/47ee054c-0165-45d1-9571-18f577943bc5_1.893c30abfedecf368bb0b9b66fab6aa3.jpeg | https://i5.walmartimages.com/asr/3b131bb6-dec3-42d8-a6f0-272cd9d1aaf8_1.f4ba41815e78ea19e26ce7dd28c6cbe3.jpeg | https://i5.walmartimages.com/asr/42ff9dde-0244-49ac-9aba-327b671420f8_1.d7421d70b8c9373d032393bc60f0ca0f.jpeg | https://i5.walmartimages.com/asr/4bf90469-c849-482d-8415-4a9d546a5513_1.c3f91b4ee609e8b5c0a83695c18ca1df.jpeg | https://i5.walmartimages.com/asr/b3fac659-8e57-40bb-9ef8-f40aa312f3a4_1.d023e11e7e47ac111359a84855522559.jpeg | https://i5.walmartimages.com/asr/aad853c4-78df-4203-b98a-731af019d21e_1.7c670afe16bbaf792245894a83d327f0.jpeg,4.4
"Dark and Lovely Fade Resistant Rich Conditioning Color, No. 376, Red Hot Rhythm, 1 ea (Pack of 4)",0.0,"dark, lovely",https://i5.walmartimages.com/asr/c2ecd38a-0ebe-4adb-9d03-e1c9cea5373e_1.333741e105542cf061491019e839d42c.jpeg,0.0
"Casabella WaterBlock Premium Gloves, Small",31.0,casabella,https://i5.walmartimages.com/asr/24a5fd5e-97b8-4f9a-aefb-4d7158c56d31_1.333788140c804fff602e6b077d3dce3f.jpeg | https://i5.walmartimages.com/asr/247e2528-7cbc-4c45-ae52-d744c3a5238a_1.105fc4eb2783e01b617ced08dee1b60a.jpeg | https://i5.walmartimages.com/asr/204dc8bb-dbf6-4db9-8d42-52a3bdd6c193_1.a32b2c74502429630708dac23f49b783.jpeg | https://i5.walmartimages.com/asr/70976947-1e86-446f-bdd2-13064fafc1a3_1.bd7b7e96835f48ff99a4a0dded5d0102.jpeg,0.0
APRICOT KERNEL OIL REFINED ORGANIC CARRIER COLD PRESSED 100% PURE 8 OZ,1.0,"oils, center",https://i5.walmartimages.com/asr/d71cf73a-1a5a-455e-9f6a-4e1221d1ec53_1.9806b8d54259416e27739d3b95f6f508.jpeg,5.0
Unique Bargains Nail File Buffer 10 Pcs 4 Way Shine Edge Removal Polish Manicure Tool Black Red,5.0,dl,https://i5.walmartimages.com/asr/55b07982-31d2-4c2e-9f3f-a92c2e33a062_1.74ad75f09f360f3c0b2590fd8bf324c4.jpeg,4.6
"Fun Rugs Childrens Fun Time Collection, Travel Fun",7.0,"la, rug",https://i5.walmartimages.com/asr/6ebf16bb-d816-4846-831c-a21803111913_1.1e78085fefcd510523bfd8487c64ab31.jpeg | https://i5.walmartimages.com/asr/c54390ec-bf78-4406-b458-bd348f2617db_1.975abb6143ec671b9ed36cdb6a2985af.jpeg | https://i5.walmartimages.com/asr/4d7d8151-f4b3-4389-b2ad-12c5996e15b7_1.e23cf117f2bda9aee1945baa22faba5a.jpeg | https://i5.walmartimages.com/asr/5a45e323-3fc4-4f09-a9a3-29de81a802cc_1.49589ea8874d1a5b5033edc197f2d40b.jpeg | https://i5.walmartimages.com/asr/d6b959a4-d3d8-4d43-812b-825ebb8fc7bb_1.565f98351028cc1c73013c412e58e02d.jpeg,4.3
"LOreal Paris Telescopic Original Washable Intense Lengthening Mascara, Black, 0.27 fl. oz.",1113.0,paris,https://i5.walmartimages.com/asr/2e4409c2-fd27-4f70-b1f4-a857f2656fbf.2c485d2619072f8ea8fbb5447a210118.jpeg | https://i5.walmartimages.com/asr/9fe7b326-c8db-4277-b63a-6c82676588a0.43c16127c9869264b26b73f859431e3f.jpeg | https://i5.walmartimages.com/asr/b9f9a665-1a50-497c-8997-dd66d187f13a.e9c0988628bd675bddfe7155d8549764.jpeg | https://i5.walmartimages.com/asr/385ce514-415b-42c2-b7e9-fb8bbe9f6fe5.c76ddd4ded5a6a7f6e6d6a22e41ab55e.jpeg,0.0
Dermisa Brightening Bar 3 oz (Pack of 6),4.0,dermisa,https://i5.walmartimages.com/asr/7505a121-b128-46fa-9f8f-bd037194db65_1.54be5987ef06d925079480cd2b3bf480.jpeg,0.0
Maybelline Expertwear Monos Eyeshadow 20S Linen,0.0,maybelline,https://i5.walmartimages.com/asr/5601d20c-dcd0-44b3-8430-67dd0dbb446a_1.d6fff81522840e5543e75c5f07af6310.jpeg,0.0
"Revlon ColorStay Moisture Stain, Parisian Passion",5.0,revlon,https://i5.walmartimages.com/asr/85703f25-eaf5-4e52-984e-ea9abc86ebdd_1.779ddcbeca21a463ba6ea1bd4995429a.jpeg | https://i5.walmartimages.com/asr/f90722de-dfcc-4cfb-90ed-ad04d187283a_1.19719fb0f7b9d9ba4d8e97b0c00cbde1.jpeg,0.0
"Alaffia Authentic African Black Soap - Eucalyptus & Tea Tree, 32 oz",28.0,alaffia,https://i5.walmartimages.com/asr/6c2874ab-a765-4d5b-8420-9b1cc5cba2a6.56976d8357d2dc9b3508f91f0e9707bf.jpeg | https://i5.walmartimages.com/asr/72a2d452-cdb1-491d-8320-30801158db5e.11465cfd633c1a2adda1f063248e6cc0.jpeg | https://i5.walmartimages.com/asr/9f466882-3934-4d39-9da4-a8a741767871.fc1bc5b0f77f34d2178d4be58bd7ef76.jpeg | https://i5.walmartimages.com/asr/ca2083e9-3d7c-4cd8-a452-345463c0f9eb.abdf24cdd8bd2ba1175d635eecaa0324.jpeg | https://i5.walmartimages.com/asr/6cda0bc0-0b27-4b2e-aff7-c76db849b022.f24872f72d42fc1140e16ef3e01174fe.jpeg,0.0
"Febreze Odor-Eliminating Air Freshener Spray, Downy April Fresh, 2 ct",207.0,febreze,https://i5.walmartimages.com/asr/6da2e301-745e-45ae-aeb8-7651d49ab519_1.76a8d12e136a115fb4a5995013fb39ec.jpeg | https://i5.walmartimages.com/asr/0c76bba6-20aa-4d69-b750-affe88db713e_3.cd7d70cbbbd56a4aa4b848ee898e6a3d.jpeg | https://i5.walmartimages.com/asr/2d3aa97f-7315-4b01-99ca-75f85c5cc4c5_1.bf1e1a2e563400b6fb6e8e269ac1085d.jpeg | https://i5.walmartimages.com/asr/8ed02131-356d-49be-9f34-7dd5f68b49ab_3.7214abbef2a68a713f6cc05358f49985.jpeg | https://i5.walmartimages.com/asr/39a64976-7199-47f0-a25b-cc9a3edd2388_3.4eca818abbc7b7d3a81f880741ce9add.jpeg | https://i5.walmartimages.com/asr/b256ed70-de6b-4282-bfb1-ca59ccb2af96_1.16a734bcc908bc69c1d1a9cf99cafc8f.jpeg | https://i5.walmartimages.com/asr/c9891739-0d7e-40be-a427-5f712056c546_1.ec52c7f98d45e09962df5959c649b6fd.jpeg,4.6
"Always Infinity, Pads Without Wings, Heavy, 32 ea",710.0,always,https://i5.walmartimages.com/asr/5810e79b-4f6a-4b12-a4d5-a7e2e1328235_1.e42f59e070c75b55bb8dc94519fc534b.jpeg,0.0
"essie Gel Couture 2-Step Longwear Nail Polish, Lace Me Up, Pink Nude Nail Polish, 0.46 fl. oz.",9593.0,essie,https://i5.walmartimages.com/asr/7baf35d7-f335-47ed-bb97-29a23065a2e0.73661841ab62eb5396b1e8ac0996dda2.jpeg | https://i5.walmartimages.com/asr/8e5cce08-f51d-4b08-a0ff-d15c2113ea00_1.3aece050ccbaae19b8f965f250bdcfca.jpeg,4.6
2 Pack - Shea Moisture Organic Coconut & Hibiscus Shea Butter Soap 3.5 oz,6.0,sheamoisture,https://i5.walmartimages.com/asr/6f484b15-e2c5-4a39-bae9-ae4a540dc072_1.2348eda353dedbdd2860c3abb7f4ea00.jpeg | https://i5.walmartimages.com/asr/d40753ff-8f1e-4ae8-ad6a-db50aaeea33a_1.35288f036bb6e862d3af1c69b56773ad.png,4.3
Adult Acnomel Tinted Cream 1.30 oz (Pack of 4),0.0,"adult, acnomel",https://i5.walmartimages.com/asr/9b239f24-3f85-452e-8507-6551ff3e1118_1.426fa5701ad038ff57a1320ae9202931.jpeg,0.0
SmileFrida the ToothHugger,73.0,fridababy,https://i5.walmartimages.com/asr/3a773799-e324-4e3b-919b-5bc83dc48f6f_2.183a1d169a5b57a91f7b1eaadfd499e7.jpeg | https://i5.walmartimages.com/asr/0ecf85d1-0a23-42b9-a9e3-f59559b806ac_1.322c60df87b27915f3ddf09a9d0509f0.jpeg,0.0
"Revlon Super Lustrous Lipstick, Pink Cognito",1931.0,revlon,https://i5.walmartimages.com/asr/b96a4894-7891-42b6-9b3d-34ed6387adae_1.982ef8cf51705567b73a625d585f1c28.jpeg | https://i5.walmartimages.com/asr/e3d13e98-8dba-4d1c-b4a2-fb99de72d8b7_1.65485078fc5d056862089bec67921984.jpeg | https://i5.walmartimages.com/asr/57554a59-87b1-4111-8707-962c99402929_1.10bdfe9ecd1c681eedab254c5c583519.jpeg | https://i5.walmartimages.com/asr/792a964d-5ee2-475a-9911-6e07418de233_1.5063a9d3c83afb78f26c8057051c6229.jpeg | https://i5.walmartimages.com/asr/53e3ac77-f875-4d93-ab97-4b068ae2610b_1.8652c425e73bf65b8527003b96c42438.jpeg | https://i5.walmartimages.com/asr/3e789ae2-6028-4507-9cbf-7df0684522fc_1.fa702e96e577222af42741cc2e0f8cab.jpeg | https://i5.walmartimages.com/asr/ba632a85-bef2-497b-9329-9aa42fef62bd_1.019555236bff2d3a0ed22a4ba4431409.jpeg,0.0
"Oral-B Electric Toothbrush, Battery Powered, Gum Care, Various Colors",32.0,,https://i5.walmartimages.com/asr/b0f0cddc-4b3a-42db-adb7-6ef3df50dcc6_1.da4d4a2a0c51750d69077f364dfb7b66.jpeg | https://i5.walmartimages.com/asr/fe41158e-493c-46c6-a66b-80af5c7131d2_1.0fa331a7a2879b28696172614a5a52fa.jpeg | https://i5.walmartimages.com/asr/bedb5250-3c84-4d20-9c1a-d561c43d6bff_1.b3b05995f60e34e4406b7454fc02408b.jpeg | https://i5.walmartimages.com/asr/1e4d8dae-6b56-41b1-a066-3dbb3dc50b47_1.f787f63f0e27ace0b497f041c5b314b9.jpeg | https://i5.walmartimages.com/asr/45c5b5e9-c340-41f7-9263-7dd1b6b8c75e_1.d3fe04ff4c19b38da6a0eac4100b6728.jpeg | https://i5.walmartimages.com/asr/112e3092-c92b-40f5-b516-4cb687e94bfe_1.a5edadf8dca7f52c5def6e075076398e.jpeg | https://i5.walmartimages.com/asr/3f83fbca-e46b-4e3e-8238-1c1e621ef6e2_1.833a61e05939e2271d215e7dae994d36.jpeg,4.5
"China Glaze Nail Lacquer with Hardeners, Lemon Fizz, 0.5 fl oz",1.0,"china, glaze",https://i5.walmartimages.com/asr/10d4a3f7-3730-4dae-9432-ae09858b46b4_1.5f8fd26b583211f3379da5d077de81ca.jpeg | https://i5.walmartimages.com/asr/2a57d911-ec43-44d0-b159-830de2b17486_1.4a0fb051a2e10f569325df88c990940d.png,3.0
"Neutrogena Hydro Boost Moisturizing Sunscreen Lotion, SPF 50, 3 fl. oz",176.0,neutrogena,https://i5.walmartimages.com/asr/e9dbfdad-3f14-4fc0-8cfc-4d321641d91b.5e50a82d256855696158e96c655083af.png | https://i5.walmartimages.com/asr/7ab4aac3-73b6-44c0-a8a7-ee84e54d2115.678d7221501974b21432ac0a5fcd3e6c.png | https://i5.walmartimages.com/asr/918c2dd5-620e-4924-8722-709994b78fe6.9a89f4415db37d03c543545a2449b27c.png | https://i5.walmartimages.com/asr/701557e4-2426-4595-86d4-da95eab6b1dd.c3aa1980719a6591e4842748c47ab636.png | https://i5.walmartimages.com/asr/63cbcb64-1c38-4530-8303-f8c4a20b9eef.6a2268195ec1a017af88f658c13d2e66.png | https://i5.walmartimages.com/asr/42b01373-fa32-4583-b0dd-b8ffbea12e73.17222f32efeca7a1ec7be6c516f76925.png | https://i5.walmartimages.com/asr/83177e3d-043d-458e-aa00-843066661bc1.550b4696e06edd5d0c19ae0993636307.jpeg | https://i5.walmartimages.com/asr/7d2c494e-7432-47ea-8111-8c09a71fff04_1.0a3e6f62d11e9e517876019b3518768c.jpeg | https://i5.walmartimages.com/asr/b6ef64f0-785e-4138-9415-8af2078dac9d_3.3114e3f466047ee0af77d2f73590b7c7.jpeg | https://i5.walmartimages.com/asr/5d8aea8c-84a4-4163-9839-c9509412f102_1.c57b0b4ab3c9e7f68395e96843addd76.jpeg | https://i5.walmartimages.com/asr/9fd6289d-49c5-4906-9ff4-d9657c7837b5_1.c55513d84b37ee281b471023fce77a30.jpeg | https://i5.walmartimages.com/asr/6809c2d7-72d0-4d65-90aa-f5fd5223330d_1.f9c01f55f24121d9d1b8387e6aaae6aa.jpeg | https://i5.walmartimages.com/asr/831c55c3-cdf6-4ae4-90e4-8b465c07eab6_1.1eef5e3fd4c7b8257257ccb2413b9558.jpeg | https://i5.walmartimages.com/asr/0d93fb0e-02d6-49eb-9289-531518b77775_1.56bbebd58a5e7d5dc8488d7c09a11eda.jpeg | https://i5.walmartimages.com/asr/cb4709f6-8514-4915-945c-356fbe6f6ba2_1.7ae7014480ead28984335c05d8637b89.jpeg | https://i5.walmartimages.com/asr/f1be0eaa-5aec-4217-9bfb-62bc509f66c8_1.5e3c9ceecd4f0b2ef737e4dc0fbeb4f8.jpeg,3.9
(1-Pack) MADE OF Organic Baby Sunscreen SPF 30 - EWG Rated 1 - Gluten Free Certified - Broad Spectrum 100% Natural Sunscreen,7.0,made,https://i5.walmartimages.com/asr/26b7319b-008e-42cf-8db5-a2e85214046b_1.d126d71d369529bd696f46dae9fcb340.jpeg | https://i5.walmartimages.com/asr/17b671fb-e9c5-4efe-83a7-404a9e05cb97_1.709be7991caef7394723d2e384bb9a77.jpeg | https://i5.walmartimages.com/asr/6111c23a-df04-4257-a512-ec62f3c72707_1.d6495d2140f01863b8120d3b7c42d8cb.jpeg,0.0
"LOreal Paris Excellence Creme Triple Protection Hair Color, Dark Chocolate Brown [G15] 1 ea (Pack of 6)",1.0,paris,https://i5.walmartimages.com/asr/3801e2fa-7a12-441a-a6d5-75184d22fc1b_1.adfc07978c5caf6cd50ed38feb5a8af0.jpeg,5.0
"Cetaphil Skin Cleansing Cloths, 10 ea (Pack of 6)",0.0,cetaphil,https://i5.walmartimages.com/asr/5d75ef00-40b3-4dee-9150-1517ae8cadca_1.34c2aa7aadc7c41fc345e99ea9591fa6.jpeg,0.0
"Cetaphil Pro Dermacontrol Oil Absorbing Moisturizer SPF 30, 4oz",29.0,cetaphil,https://i5.walmartimages.com/asr/4f1ae020-222b-4502-92e8-51fb4560f24a_1.cb50f0297ca73da5f77b3bf39acb634b.jpeg | https://i5.walmartimages.com/asr/93e94f61-aaf9-4c9a-8f97-79f0962b0a4d_1.fa3095c8cf6bc3c35962a29af32aa724.jpeg | https://i5.walmartimages.com/asr/8d346b3a-931b-41b9-92ba-559723333770_1.55d407ab82ee74dbfe6a99b580198702.jpeg | https://i5.walmartimages.com/asr/94078687-a4ac-4145-bd12-9cd245730062_1.ef9caab84916224cc1693f2abc507422.jpeg | https://i5.walmartimages.com/asr/38043888-46ae-43dd-b1db-3e29eb375241_1.96dafafe315a5ad82ba41cf744194155.jpeg,0.0
"RAM-PRO 10Pc Cleaning Brush Set Ultimate Kit, Baby Bottle & Tube Brushes. All Shapes & Sizes, Large, Small, Sponge, Soft, Stiff, Nylon, Natural, & Synthetic Bristles.",6.0,rampro,https://i5.walmartimages.com/asr/10b2c46f-630a-4dd6-a59f-0c3fec74d7df_1.7d7abf0240199706f8c845889c38d160.jpeg | https://i5.walmartimages.com/asr/da83b21a-ef96-45d9-9d6b-ba889737f4c6_1.284ab2764ee016cbb72f0c5fdf4094da.jpeg | https://i5.walmartimages.com/asr/1eb3542a-603a-400d-b546-89179c79c5e3_1.d39fc77ad8874dd9bec51523f5662b88.jpeg,4.7
"Bwc Fragrance Free Creamy Eye And Face Makeup Remover - 4 Oz, 3 Pack",0.0,"bwc, makeup",https://i5.walmartimages.com/asr/6808eebb-2466-4834-a626-f7afb0cb0fb9_1.dc01c30065341275b6704ece1ededdea.jpeg,0.0
"USDA Organic Castor Oil By Sky Organics 16oz: Unrefined, 100% Pure, Hexane-Free Castor Oil - Moisturizing & Healing, For Dry Skin, Hair Growth - For Skin, Hair Care, Eyelashes - Caster Oil (1 Pack)",20.0,"sky, organics",https://i5.walmartimages.com/asr/526de365-372a-4312-b053-ee811acdf4c4_1.cea4162460b31f7aa840371ea92182c5.png | https://i5.walmartimages.com/asr/2f6efb58-5fb0-436a-8707-21b9df965eca_1.ab88e2fc5bbc02e4d93cd67fc5bc24b9.jpeg | https://i5.walmartimages.com/asr/cae857a6-8809-48bf-953a-ab65f0d78049_1.153b82a4f6f9b10b78a1e646980e29bb.jpeg | https://i5.walmartimages.com/asr/2e0f2d8c-3275-4436-a59e-2dba96bc1c19_1.da845b197c0a4fa73627f68058fd20c6.jpeg | https://i5.walmartimages.com/asr/f6e9b889-e34a-40be-8359-f87070a2f5a7_1.b3d5495f9a25968c0c8d2a5fa454cf05.jpeg | https://i5.walmartimages.com/asr/7dac2e63-033b-4b7e-8c70-15535cd47be0_1.82c7c0ee2939a1f41033e517e67f5877.jpeg | https://i5.walmartimages.com/asr/e6cf9167-256d-4376-a417-6ab1d2a21192_1.2561a8246cf873e48fc0a18c93f2b3d8.png | https://i5.walmartimages.com/asr/4b83a14c-8af3-4780-afb4-c1f9a0a48eed_1.38c283229fef52d6224cd2eff6db1e5e.png,4.9
"COVERGIRL Exhibitionist Cream Lipstick, 280 Decadent Peach, 0.12 oz",736.0,covergirl,https://i5.walmartimages.com/asr/68d212f6-10c8-47a6-8fbc-04abff16552e_1.c2ebc3fa88298825f2bad6472739f779.jpeg | https://i5.walmartimages.com/asr/067d352d-61d1-4f29-8740-5bde519f280e_1.bd21bc853a7e0a7ad2fa5e61a655ca03.jpeg | https://i5.walmartimages.com/asr/90474ea8-be4e-4b72-abad-b1fe0f932bc3_1.a74e332537d9e8e95226bd37766566a9.jpeg,0.0
"2 Pack - Air Wick Scented Oil Twin Refill, 0.67 oz each, Pure Tropical Flowers 2 ea",0.0,"air, wick",https://i5.walmartimages.com/asr/c095e956-f56d-4196-ad2f-2904bac0f551_1.1e26f8839fbc7e6d9ee4256d95802a8e.jpeg,0.0
Always Fresh Ultra Thin Regular Pads With Flexi-Wings Clean Scent - 32 ct (Pack of 2),345.0,always,https://i5.walmartimages.com/asr/d6bbdeea-fd20-4858-b828-3908a8748770.9f0515abc9241295b64c6307c65dc064.jpeg,4.3
Organic Sweet Orange Spray – Water infused with Sweet Orange Essential Oil – Certified USDA Organic - 2oz Bottle by Healing Solutions,0.0,"healing, solutions",https://i5.walmartimages.com/asr/b050c858-210c-45ab-b301-f8c721fde730_1.6fb4acd351f29ea04acfcd1c8e755383.jpeg,0.0
"Product of Dawn Ultra Apple Blossom Antibacterial Dishwashing Liquid Soap, 90 fl. oz.",1.0,dawn,https://i5.walmartimages.com/asr/c7d9d6c2-197e-4185-b7d2-8907e1862656.2bcbb4e297e91b6f01566cc5442a60fe.jpeg | https://i5.walmartimages.com/asr/e1cc25e1-4663-4228-be4a-f57a27844332.173385c9f49392bb213b934ae7e23aa4.jpeg,5.0
Jergens Original Scent Dry Skin Moisturizer 3 oz,3.0,jergens,https://i5.walmartimages.com/asr/21881abc-003d-4d34-9d29-75622445b622_1.cc277210590b3ff7ef5c34af182ead96.jpeg | https://i5.walmartimages.com/asr/f6c84d3c-4f25-442e-b54d-7560ab261110_1.4136a171f63e2d15a4f3116fe2c9a982.png,5.0
"Febreze Car Odor-Eliminating Air Freshener, Hawaiian Aloha, 2 ct",125.0,febreze,https://i5.walmartimages.com/asr/309c20b0-22aa-4337-9fd0-18735301e636.65b75dc75aa8f827ebc6f0ffd1e08f9c.jpeg | https://i5.walmartimages.com/asr/0c2e3ff2-0367-4b3d-85be-ac74ad3a7e26.1993d44e5a87cd7c955eb00eb879fe36.jpeg | https://i5.walmartimages.com/asr/ad149675-2789-4771-8eca-083d126cafba.7159fe097baf32c2bde569f9e410bdf8.jpeg | https://i5.walmartimages.com/asr/fef42976-013e-4dc1-afc1-d2bf11aac04c.6476f94bf901d99d59e3368fed7b2dc6.jpeg | https://i5.walmartimages.com/asr/3e6bf2cb-2c9e-4eca-9763-e86772bd55d6.1c9a948a264d4c36eeeecb072d51fdc9.jpeg | https://i5.walmartimages.com/asr/f82e8236-cb47-423e-a37e-38113d18ec0a.f12998b92b5762a17bdbe3702d2e0dd3.jpeg | https://i5.walmartimages.com/asr/004ae31d-c8ab-46c2-bee2-7b75fe648acc.f5d0b515f04e8312bb836e732fa4de5b.jpeg | https://i5.walmartimages.com/asr/1fa5d303-59f4-42e8-94d1-87eaf64c64d7.a16382201f7ccd8254cd8f40e525a77e.jpeg,4.3
"Sebastian Professional Light Conditioner, 8.4 oz (Pack of 2)",0.0,"sebastian, professional",https://i5.walmartimages.com/asr/766f7c11-6b76-494d-9602-e83306bced2b_1.d5602021f4a27c9d11d06e7f077f1cac.jpeg,0.0
Oral-B Pro-Health Superior Clean Soft Toothbrushes 4 ct Carded Pack,55.0,,https://i5.walmartimages.com/asr/c9dd3cb5-805b-431e-b755-4bad8a51bc36_1.c5c6d33ac79a73872940b1e6a0cb32d8.jpeg | https://i5.walmartimages.com/asr/b83c25e4-2992-422d-b20a-83b891a72d63_1.ef8813b4bb0dc0ed125332fc7ff51c4e.png | https://i5.walmartimages.com/asr/f69b57fe-5c80-4718-bd5c-0e7d40521bd5_1.b6a864725b93f13832289949cf98932d.png | https://i5.walmartimages.com/asr/5e424fc0-4fff-4525-ad50-834dadf45874_1.aff0f8f488253a753b8212be6c85e58d.jpeg | https://i5.walmartimages.com/asr/dc41d75f-332b-42fd-8002-7465d7ad7221_2.40de4fabb7e63255418a320687125553.png | https://i5.walmartimages.com/asr/13f6063c-a6dd-46bf-b7bf-4339d1f3a26f_1.1b050b867da6feaf70da98b738f9ed85.png | https://i5.walmartimages.com/asr/fa29f53d-60c7-432b-8223-4d7a9c40a0ae_1.fd49e83028a07a3cc07869cc95fa4904.jpeg | https://i5.walmartimages.com/asr/1a369383-8518-40cc-88b7-1adf542396b6_1.b120f774d2aec338e415b2247685ef2f.png | https://i5.walmartimages.com/asr/19bdd8d3-d120-4c73-bf9e-7c196119ad6e_2.8698f9121afd795fbdc4acd46c3eeebb.png,0.0
Swisspers Cotton Balls 200 Each,5.0,swisspers,https://i5.walmartimages.com/asr/abc61940-0a5a-431d-b9ae-bf30157a8057_1.dce84f7beb1ef03fd2e5f16611c1a2ed.jpeg | https://i5.walmartimages.com/asr/5ba300cf-0e63-4309-9bfd-a46016ece6a6_1.fbad1baaa32809c0ea79a83d49c4496f.jpeg | https://i5.walmartimages.com/asr/c2fbb57f-4c3f-402c-b221-cf93f1c4d785_1.41ace0c6c5e2824671e5b0fbc34e1604.jpeg,5.0
